ccid,r-time,r-time-decode,r-sts,r-val,r-spcl-val,gps-act,header,sim-operator,buffer,log-byte,driver_license_full,car_v,gsm_csq,gps-hdop,sattel,gps_speed,acc-on,ovr-spd,SOS-on,m-batt-low,m-batt-zro,turn-right,turn-left,crash-off,HA-off,HD-off,HC-off,gps-dist,lat,long,heading,imei,dvice-s/n,fw_ver,fuel-typ,fuel-lv,temper01,temper02
8966052503402466662F,2026-03-04 14:43:58,2026-03-04 14:44:00.045000,50,31,180382,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:43:44,2026-03-04 14:43:45.755000,50,31,180367,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:43:30,2026-03-04 14:43:31.535000,50,31,180353,A,7E,D,0,,,12030,31,0.0,14,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:43:20,2026-03-04 14:43:25.267000,50,31,180344,A,7E,D,0,,,12030,31,0.0,14,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:43:01,2026-03-04 14:43:03.126000,50,31,180325,A,7E,D,0,,,12030,31,0.0,15,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:42:47,2026-03-04 14:42:48.949000,50,31,180310,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:42:33,2026-03-04 14:42:34.875000,50,31,180296,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:42:26,2026-03-04 14:42:28.313000,50,31,180290,A,undefined,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:42:18,2026-03-04 14:42:20.166000,50,31,180282,A,7E,D,0,,,12030,31,0.0,15,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:41:52,2026-03-04 14:41:54.622000,50,31,180256,A,7E,D,0,,,12030,31,0.0,15,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:41:22,2026-03-04 14:41:24.454000,50,31,180226,A,7E,D,0,,,12030,31,0.0,15,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:40:53,2026-03-04 14:40:54.417000,50,31,180196,A,7E,D,0,,,12030,31,0.0,15,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:40:39,2026-03-04 14:40:41.043000,50,31,180182,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:40:25,2026-03-04 14:40:27.353000,50,31,180168,A,7E,D,0,,,12030,31,0.0,14,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:40:18,2026-03-04 14:40:19.815000,50,31,180161,A,undefined,D,0,,,12030,31,0.0,14,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:39:56,2026-03-04 14:39:57.457000,50,31,180139,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:39:42,2026-03-04 14:39:43.373000,50,31,180125,A,7E,D,0,,,12030,31,0.0,15,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:39:28,2026-03-04 14:39:29.250000,50,31,180111,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:39:13,2026-03-04 14:39:14.827000,50,31,180096,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:38:59,2026-03-04 14:39:00.557000,50,31,180082,A,7E,D,0,,,12030,31,0.0,15,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:38:45,2026-03-04 14:38:46.163000,50,31,180068,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:38:23,2026-03-04 14:38:23.985000,50,31,180046,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:37:53,2026-03-04 14:37:54.403000,50,31,180016,A,7E,D,0,,,12030,31,0.0,15,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:37:23,2026-03-04 14:37:25.051000,50,31,179986,A,7E,D,0,,,12030,31,0.0,15,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:37:08,2026-03-04 14:37:10.235000,50,31,179971,A,undefined,D,0,,,12030,31,0.0,15,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:37:05,2026-03-04 14:37:10.108000,50,31,179968,A,undefined,D,0,,,12030,31,0.0,15,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:36:50,2026-03-04 14:36:51.818000,50,31,179953,A,7E,D,0,,,12030,31,0.0,15,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:36:36,2026-03-04 14:36:38.070000,50,31,179939,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:36:22,2026-03-04 14:36:23.385000,50,31,179925,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:36:08,2026-03-04 14:36:09.128000,50,31,179911,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:35:53,2026-03-04 14:35:54.910000,50,31,179896,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:35:39,2026-03-04 14:35:40.500000,50,31,179882,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:35:26,2026-03-04 14:35:28.690000,50,31,179869,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:35:16,2026-03-04 14:35:19.484000,50,31,179859,A,undefined,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:35:11,2026-03-04 14:35:18.242000,50,31,179854,A,undefined,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:34:56,2026-03-04 14:34:57.771000,50,31,179839,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:34:46,2026-03-04 14:34:47.658000,50,31,179829,A,undefined,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:34:27,2026-03-04 14:34:28.784000,50,31,179810,A,undefined,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:33:59,2026-03-04 14:34:00.591000,50,31,179782,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:33:45,2026-03-04 14:33:46.514000,50,31,179768,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:33:31,2026-03-04 14:33:33.447000,50,31,179754,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:33:21,2026-03-04 14:33:22.440000,50,31,179744,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:33:08,2026-03-04 14:33:10.540000,50,31,179731,A,undefined,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:33:02,2026-03-04 14:33:10.226000,50,31,179725,A,undefined,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:32:52,2026-03-04 14:32:54.828000,50,31,179715,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:32:34,2026-03-04 14:32:35.413000,50,31,179697,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:32:26,2026-03-04 14:32:27.364000,50,31,179689,A,undefined,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:32:19,2026-03-04 14:32:24.156000,50,31,179682,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:32:05,2026-03-04 14:32:06.553000,50,31,179668,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:31:51,2026-03-04 14:31:52.293000,50,31,179654,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:31:25,2026-03-04 14:31:26.847000,50,31,179628,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:30:54,2026-03-04 14:30:55.205000,50,31,179597,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:30:40,2026-03-04 14:30:41.542000,50,31,179583,A,7E,D,0,,,12030,31,0.0,18,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:30:25,2026-03-04 14:30:27.249000,50,31,179568,A,7E,D,0,,,12030,31,0.0,18,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:30:16,2026-03-04 14:30:18.335000,50,31,179559,A,undefined,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:30:11,2026-03-04 14:30:18.050000,50,31,179554,A,undefined,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:29:58,2026-03-04 14:29:59.328000,50,31,179541,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:29:44,2026-03-04 14:29:46.349000,50,31,179527,A,7E,D,0,,,12030,31,0.0,18,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:29:29,2026-03-04 14:29:30.274000,50,31,179512,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:29:19,2026-03-04 14:29:23.191000,50,31,179502,A,undefined,D,0,,,12030,31,0.0,15,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:29:14,2026-03-04 14:29:21.659000,50,31,179497,A,undefined,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:28:59,2026-03-04 14:29:01.287000,50,31,179482,A,7E,D,0,,,12030,31,0.0,16,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:28:45,2026-03-04 14:28:46.305000,50,31,179468,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:28:27,2026-03-04 14:28:28.701000,50,31,179450,A,7E,D,0,,,12030,31,0.0,18,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:28:12,2026-03-04 14:28:14.037000,50,31,179435,A,undefined,D,0,,,12030,31,0.0,18,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:27:34,2026-03-04 14:27:35.196000,50,31,179397,A,7E,D,0,,,12030,31,0.0,18,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:27:19,2026-03-04 14:27:20.768000,50,31,179382,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:27:06,2026-03-04 14:27:07.990000,50,31,179369,A,undefined,D,0,,,12030,31,0.0,18,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:26:51,2026-03-04 14:26:52.495000,50,31,179354,A,7E,D,0,,,12030,31,0.0,18,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:26:47,2026-03-04 14:26:48.459000,50,31,179350,A,undefined,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:26:37,2026-03-04 14:26:38.342000,50,31,179340,A,7E,D,0,,,12030,31,0.0,18,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:26:22,2026-03-04 14:26:23.807000,50,31,179325,A,7E,D,0,,,12030,31,0.0,18,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:26:08,2026-03-04 14:26:09.475000,50,31,179311,A,7E,D,0,,,12030,31,0.0,18,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:25:54,2026-03-04 14:25:56.360000,50,31,179297,A,7E,D,0,,,12030,31,0.0,18,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:25:39,2026-03-04 14:25:40.963000,50,31,179282,A,7E,D,0,,,12030,31,0.0,18,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:25:12,2026-03-04 14:25:13.786000,50,31,179255,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
8966052503402466662F,2026-03-04 14:24:42,2026-03-04 14:24:43.847000,50,31,179225,A,7E,D,0,,,12030,31,0.0,17,0,1,0,0,0,0,0,0,1,1,1,1,21263.9,14.204816,100.66255,230,868291079125007,88011000999,Z4908RBH.2 (2025-07-16),0,0.0,0.0,0.0
